全国地方公共団体コード	路線ID	路線名	バス停ID	バス停名	便名	行先	発車予定時刻	運行情報	備考	
23204	KHGD00	上半田川線（下り）	KHGD13	中平橋	２便	寺前橋	10:05			
23204	KHGD00	上半田川線（下り）	KHGD13	中平橋	３便	寺前橋	12:12			
23204	KHGD00	上半田川線（下り）	KHGD13	中平橋	４便	寺前橋	14:47			
23204	KHGD00	上半田川線（下り）	KHGD13	中平橋	５便	寺前橋	16:48			
23204	KHGD00	上半田川線（下り）	KHGD14	寺前橋	１便	上半田川町集荷所	7:59			
23204	KHGD00	上半田川線（下り）	KHGD14	寺前橋	２便	上半田川町集荷所	10:06			
23204	KHGD00	上半田川線（下り）	KHGD14	寺前橋	３便	上半田川町集荷所	12:13			
23204	KHGD00	上半田川線（下り）	KHGD14	寺前橋	４便	上半田川町集荷所	14:48			
23204	KHGD00	上半田川線（下り）	KHGD14	寺前橋	５便	上半田川町集荷所	16:49			
23204	KHGD00	上半田川線（下り）	KHGD15	上半田川町集荷所	１便	榎戸	8:01			
23204	KHGD00	上半田川線（下り）	KHGD15	上半田川町集荷所	２便	榎戸	10:08			
23204	KHGD00	上半田川線（下り）	KHGD15	上半田川町集荷所	３便	榎戸	12:15			
23204	KHGD00	上半田川線（下り）	KHGD15	上半田川町集荷所	４便	榎戸	14:50			
23204	KHGD00	上半田川線（下り）	KHGD15	上半田川町集荷所	５便	榎戸	16:51			
23204	KHGD00	上半田川線（下り）	KHGD16	榎戸	１便	上半田川転回場	8:01			
23204	KHGD00	上半田川線（下り）	KHGD16	榎戸	２便	上半田川転回場	10:08			
23204	KHGD00	上半田川線（下り）	KHGD16	榎戸	３便	上半田川転回場	12:15			
23204	KHGD00	上半田川線（下り）	KHGD16	榎戸	４便	上半田川転回場	14:50			
23204	KHGD00	上半田川線（下り）	KHGD16	榎戸	５便	上半田川転回場	16:51			
23204	IWYU00	岩屋堂線（上り）	IWYU01	岩屋堂	１便	鳥原町東	8:43			IWYU00
23204	IWYU00	岩屋堂線（上り）	IWYU01	岩屋堂	２便	鳥原町東	10:47			
23204	IWYU00	岩屋堂線（上り）	IWYU01	岩屋堂	３便	鳥原町東	12:51			
23204	IWYU00	岩屋堂線（上り）	IWYU01	岩屋堂	４便	鳥原町東	15:25			
23204	IWYU00	岩屋堂線（上り）	IWYU01	岩屋堂	５便	鳥原町東	17:25			
23204	IWYU00	岩屋堂線（上り）	IWYU02	鳥原町東	１便	鳥原町中	8:44			
23204	IWYU00	岩屋堂線（上り）	IWYU02	鳥原町東	２便	鳥原町中	10:48			
23204	IWYU00	岩屋堂線（上り）	IWYU02	鳥原町東	３便	鳥原町中	12:52			
23204	IWYU00	岩屋堂線（上り）	IWYU02	鳥原町東	４便	鳥原町中	15:26			
23204	IWYU00	岩屋堂線（上り）	IWYU02	鳥原町東	５便	鳥原町中	17:26			
23204	IWYU00	岩屋堂線（上り）	IWYU03	鳥原町中	１便	鳥原町西	8:45			
23204	IWYU00	岩屋堂線（上り）	IWYU03	鳥原町中	２便	鳥原町西	10:49			
23204	IWYU00	岩屋堂線（上り）	IWYU03	鳥原町中	３便	鳥原町西	12:53			
23204	IWYU00	岩屋堂線（上り）	IWYU03	鳥原町中	４便	鳥原町西	15:27			
23204	IWYU00	岩屋堂線（上り）	IWYU03	鳥原町中	５便	鳥原町西	17:27			
23204	IWYU00	岩屋堂線（上り）	IWYU04	鳥原町西	１便	鳥原橋	8:46			
23204	IWYU00	岩屋堂線（上り）	IWYU04	鳥原町西	２便	鳥原橋	10:50			
23204	IWYU00	岩屋堂線（上り）	IWYU04	鳥原町西	３便	鳥原橋	12:54			
23204	IWYU00	岩屋堂線（上り）	IWYU04	鳥原町西	４便	鳥原橋	15:28			
23204	IWYU00	岩屋堂線（上り）	IWYU04	鳥原町西	５便	鳥原橋	17:28			
23204	IWYU00	岩屋堂線（上り）	IWYU05	鳥原橋	１便	窯町	8:47			
23204	IWYU00	岩屋堂線（上り）	IWYU05	鳥原橋	２便	窯町	10:51			
23204	IWYU00	岩屋堂線（上り）	IWYU05	鳥原橋	３便	窯町	12:55			
23204	IWYU00	岩屋堂線（上り）	IWYU05	鳥原橋	４便	窯町	15:29			
23204	IWYU00	岩屋堂線（上り）	IWYU05	鳥原橋	５便	窯町	17:29			
23204	IWYU00	岩屋堂線（上り）	IWYU06	窯町	１便	二又池北	8:50			
23204	IWYU00	岩屋堂線（上り）	IWYU06	窯町	２便	二又池北	10:54			
23204	IWYU00	岩屋堂線（上り）	IWYU06	窯町	３便	二又池北	12:58			
23204	IWYU00	岩屋堂線（上り）	IWYU06	窯町	４便	二又池北	15:32			
23204	IWYU00	岩屋堂線（上り）	IWYU06	窯町	５便	二又池北	17:32			
23204	IWYU00	岩屋堂線（上り）	IWYU07	二又池北	１便	窯東山	8:51			
23204	IWYU00	岩屋堂線（上り）	IWYU07	二又池北	２便	窯東山	10:55			
23204	IWYU00	岩屋堂線（上り）	IWYU07	二又池北	３便	窯東山	12:59			
23204	IWYU00	岩屋堂線（上り）	IWYU07	二又池北	４便	窯東山	15:33			
23204	IWYU00	岩屋堂線（上り）	IWYU07	二又池北	５便	窯東山	17:33			
23204	IWYU00	岩屋堂線（上り）	IWYU08	窯東山	１便	品野町３丁目東	8:52			
23204	IWYU00	岩屋堂線（上り）	IWYU08	窯東山	２便	品野町３丁目東	10:56			
23204	IWYU00	岩屋堂線（上り）	IWYU08	窯東山	３便	品野町３丁目東	13:00			
23204	IWYU00	岩屋堂線（上り）	IWYU08	窯東山	４便	品野町３丁目東	15:34			
23204	IWYU00	岩屋堂線（上り）	IWYU08	窯東山	５便	品野町３丁目東	17:34			
23204	IWYU00	岩屋堂線（上り）	IWYU09	品野町３丁目東	１便	品野町３丁目西	8:53			
23204	IWYU00	岩屋堂線（上り）	IWYU09	品野町３丁目東	２便	品野町３丁目西	10:57			
23204	IWYU00	岩屋堂線（上り）	IWYU09	品野町３丁目東	３便	品野町３丁目西	13:01			
23204	IWYU00	岩屋堂線（上り）	IWYU09	品野町３丁目東	４便	品野町３丁目西	15:35			
23204	IWYU00	岩屋堂線（上り）	IWYU09	品野町３丁目東	５便	品野町３丁目西	17:35			
23204	IWYU00	岩屋堂線（上り）	IWYU10	品野町３丁目西	１便	バロー品野店	8:54			
23204	IWYU00	岩屋堂線（上り）	IWYU10	品野町３丁目西	２便	バロー品野店	10:58			
23204	IWYU00	岩屋堂線（上り）	IWYU10	品野町３丁目西	３便	バロー品野店	13:02			
23204	IWYU00	岩屋堂線（上り）	IWYU10	品野町３丁目西	４便	バロー品野店	15:36			
23204	IWYU00	岩屋堂線（上り）	IWYU10	品野町３丁目西	５便	バロー品野店	17:36			
23204	IWYU00	岩屋堂線（上り）	IWYU11	バロー品野店	１便	しなのバスセンター	8:57			
23204	IWYU00	岩屋堂線（上り）	IWYU11	バロー品野店	２便	しなのバスセンター	11:01			
23204	IWYU00	岩屋堂線（上り）	IWYU11	バロー品野店	３便	しなのバスセンター	13:05			
23204	IWYU00	岩屋堂線（上り）	IWYU11	バロー品野店	４便	しなのバスセンター	15:39			
23204	IWYU00	岩屋堂線（上り）	IWYU11	バロー品野店	５便	しなのバスセンター	17:39			
23204	IWYD00	岩屋堂線（下り）	IWYD01	しなのバスセンター	１便	バロー品野店	8:33			IWYD00
23204	IWYD00	岩屋堂線（下り）	IWYD01	しなのバスセンター	２便	バロー品野店	10:37			
23204	IWYD00	岩屋堂線（下り）	IWYD01	しなのバスセンター	３便	バロー品野店	12:41			
23204	IWYD00	岩屋堂線（下り）	IWYD01	しなのバスセンター	４便	バロー品野店	15:15			
23204	IWYD00	岩屋堂線（下り）	IWYD01	しなのバスセンター	５便	バロー品野店	17:15			
23204	IWYD00	岩屋堂線（下り）	IWYD02	バロー品野店	１便	品野町３丁目西	8:35			
23204	IWYD00	岩屋堂線（下り）	IWYD02	バロー品野店	２便	品野町３丁目西	10:39			
23204	IWYD00	岩屋堂線（下り）	IWYD02	バロー品野店	３便	品野町３丁目西	12:43			
23204	IWYD00	岩屋堂線（下り）	IWYD02	バロー品野店	４便	品野町３丁目西	15:17			
23204	IWYD00	岩屋堂線（下り）	IWYD02	バロー品野店	５便	品野町３丁目西	17:17			
23204	IWYD00	岩屋堂線（下り）	IWYD03	品野町３丁目西	１便	品野町３丁目東	8:37			
23204	IWYD00	岩屋堂線（下り）	IWYD03	品野町３丁目西	２便	品野町３丁目東	10:41			
23204	IWYD00	岩屋堂線（下り）	IWYD03	品野町３丁目西	３便	品野町３丁目東	12:45			
23204	IWYD00	岩屋堂線（下り）	IWYD03	品野町３丁目西	４便	品野町３丁目東	15:19			
23204	IWYD00	岩屋堂線（下り）	IWYD03	品野町３丁目西	５便	品野町３丁目東	17:19			
23204	IWYD00	岩屋堂線（下り）	IWYD04	品野町３丁目東	１便	窯東山	8:38			
23204	IWYD00	岩屋堂線（下り）	IWYD04	品野町３丁目東	２便	窯東山	10:42			
23204	IWYD00	岩屋堂線（下り）	IWYD04	品野町３丁目東	３便	窯東山	12:46			
23204	IWYD00	岩屋堂線（下り）	IWYD04	品野町３丁目東	４便	窯東山	15:20			
23204	IWYD00	岩屋堂線（下り）	IWYD04	品野町３丁目東	５便	窯東山	17:20			
23204	IWYD00	岩屋堂線（下り）	IWYD05	窯東山	１便	二又池北	8:39			
23204	IWYD00	岩屋堂線（下り）	IWYD05	窯東山	２便	二又池北	10:43			
23204	IWYD00	岩屋堂線（下り）	IWYD05	窯東山	３便	二又池北	12:47			
23204	IWYD00	岩屋堂線（下り）	IWYD05	窯東山	４便	二又池北	15:21			
23204	IWYD00	岩屋堂線（下り）	IWYD05	窯東山	５便	二又池北	17:21			
23204	IWYD00	岩屋堂線（下り）	IWYD06	二又池北	１便	窯町	8:40			
23204	IWYD00	岩屋堂線（下り）	IWYD06	二又池北	２便	窯町	10:44			
23204	IWYD00	岩屋堂線（下り）	IWYD06	二又池北	３便	窯町	12:48			
23204	IWYD00	岩屋堂線（下り）	IWYD06	二又池北	４便	窯町	15:22			
23204	IWYD00	岩屋堂線（下り）	IWYD06	二又池北	５便	窯町	17:22			
23204	IWYD00	岩屋堂線（下り）	IWYD07	窯町	１便	岩屋堂	8:41			
23204	IWYD00	岩屋堂線（下り）	IWYD07	窯町	２便	岩屋堂	10:45			
23204	IWYD00	岩屋堂線（下り）	IWYD07	窯町	３便	岩屋堂	12:49			
23204	IWYD00	岩屋堂線（下り）	IWYD07	窯町	４便	岩屋堂	15:23			
23204	IWYD00	岩屋堂線（下り）	IWYD07	窯町	５便	岩屋堂	17:23			
23204	IWYD00	岩屋堂線（下り）	IWYD12	岩屋堂	１便	鳥原町東	8:43			
23204	IWYD00	岩屋堂線（下り）	IWYD12	岩屋堂	２便	鳥原町東	10:47			
23204	IWYD00	岩屋堂線（下り）	IWYD12	岩屋堂	３便	鳥原町東	12:51			
23204	IWYD00	岩屋堂線（下り）	IWYD12	岩屋堂	４便	鳥原町東	15:25			
23204	IWYD00	岩屋堂線（下り）	IWYD12	岩屋堂	５便	鳥原町東	17:25			
23204	IWYD00	岩屋堂線（下り）	IWYD11	鳥原町東	１便	鳥原町中	8:44			
23204	IWYD00	岩屋堂線（下り）	IWYD11	鳥原町東	２便	鳥原町中	10:48			
23204	IWYD00	岩屋堂線（下り）	IWYD11	鳥原町東	３便	鳥原町中	12:52			
23204	IWYD00	岩屋堂線（下り）	IWYD11	鳥原町東	４便	鳥原町中	15:26			
23204	IWYD00	岩屋堂線（下り）	IWYD11	鳥原町東	５便	鳥原町中	17:26			
23204	IWYD00	岩屋堂線（下り）	IWYD10	鳥原町中	１便	鳥原町西	8:45			
23204	IWYD00	岩屋堂線（下り）	IWYD10	鳥原町中	２便	鳥原町西	10:49			
23204	IWYD00	岩屋堂線（下り）	IWYD10	鳥原町中	３便	鳥原町西	12:53			
23204	IWYD00	岩屋堂線（下り）	IWYD10	鳥原町中	４便	鳥原町西	15:27			
23204	IWYD00	岩屋堂線（下り）	IWYD10	鳥原町中	５便	鳥原町西	17:27			
23204	IWYD00	岩屋堂線（下り）	IWYD09	鳥原町西	１便	鳥原橋	8:46			
23204	IWYD00	岩屋堂線（下り）	IWYD09	鳥原町西	２便	鳥原橋	10:50			
23204	IWYD00	岩屋堂線（下り）	IWYD09	鳥原町西	３便	鳥原橋	12:54			
23204	IWYD00	岩屋堂線（下り）	IWYD09	鳥原町西	４便	鳥原橋	15:28			
23204	IWYD00	岩屋堂線（下り）	IWYD09	鳥原町西	５便	鳥原橋	17:28			
23204	HNJU00	本地線（上り）	HNJU01	愛知医大	１便	立花	7:55			HNJU00
23204	HNJU00	本地線（上り）	HNJU01	愛知医大	２便	立花	9:36			
23204	HNJU00	本地線（上り）	HNJU01	愛知医大	３便	立花	10:46			
23204	HNJU00	本地線（上り）	HNJU01	愛知医大	４便	立花	11:58			
23204	HNJU00	本地線（上り）	HNJU01	愛知医大	５便	立花	13:33			
23204	HNJU00	本地線（上り）	HNJU01	愛知医大	６便	立花	15:10			
23204	HNJU00	本地線（上り）	HNJU01	愛知医大	７便	立花	16:22			
23204	HNJU00	本地線（上り）	HNJU02	立花	１便	坂上町西	7:57			
23204	HNJU00	本地線（上り）	HNJU02	立花	２便	坂上町西	9:38			
23204	HNJU00	本地線（上り）	HNJU02	立花	３便	坂上町西	10:48			
23204	HNJU00	本地線（上り）	HNJU02	立花	４便	坂上町西	12:00			
23204	HNJU00	本地線（上り）	HNJU02	立花	５便	坂上町西	13:35			
23204	HNJU00	本地線（上り）	HNJU02	立花	６便	坂上町西	15:12			
23204	HNJU00	本地線（上り）	HNJU02	立花	７便	坂上町西	16:24			
23204	HNJU00	本地線（上り）	HNJU03	坂上町西	１便	井戸金町	8:00			
23204	HNJU00	本地線（上り）	HNJU03	坂上町西	２便	井戸金町	9:41			
23204	HNJU00	本地線（上り）	HNJU03	坂上町西	３便	井戸金町	10:51			
23204	HNJU00	本地線（上り）	HNJU03	坂上町西	４便	井戸金町	12:03			
23204	HNJU00	本地線（上り）	HNJU03	坂上町西	５便	井戸金町	13:38			
23204	HNJU00	本地線（上り）	HNJU03	坂上町西	６便	井戸金町	15:15			
23204	HNJU00	本地線（上り）	HNJU03	坂上町西	７便	井戸金町	16:27			
23204	HNJU00	本地線（上り）	HNJU04	井戸金町	１便	坂上町東	8:01			
23204	HNJU00	本地線（上り）	HNJU04	井戸金町	２便	坂上町東	9:42			
23204	HNJU00	本地線（上り）	HNJU04	井戸金町	３便	坂上町東	10:52			
23204	HNJU00	本地線（上り）	HNJU04	井戸金町	４便	坂上町東	12:04			
23204	HNJU00	本地線（上り）	HNJU04	井戸金町	５便	坂上町東	13:39			
23204	HNJU00	本地線（上り）	HNJU04	井戸金町	６便	坂上町東	15:16			
23204	HNJU00	本地線（上り）	HNJU04	井戸金町	７便	坂上町東	16:28			
23204	HNJU00	本地線（上り）	HNJU05	坂上町東	１便	バロー瀬戸西店	8:03			
23204	HNJU00	本地線（上り）	HNJU05	坂上町東	２便	バロー瀬戸西店	9:44			
23204	HNJU00	本地線（上り）	HNJU05	坂上町東	３便	バロー瀬戸西店	10:54			
23204	HNJU00	本地線（上り）	HNJU05	坂上町東	４便	バロー瀬戸西店	12:06			
23204	HNJU00	本地線（上り）	HNJU05	坂上町東	５便	バロー瀬戸西店	13:41			
23204	HNJU00	本地線（上り）	HNJU05	坂上町東	６便	バロー瀬戸西店	15:18			
23204	HNJU00	本地線（上り）	HNJU05	坂上町東	７便	バロー瀬戸西店	16:30			
23204	HNJU00	本地線（上り）	HNJU06	バロー瀬戸西店	１便	西本地	8:08			
23204	HNJU00	本地線（上り）	HNJU06	バロー瀬戸西店	２便	西本地	9:49			
23204	HNJU00	本地線（上り）	HNJU06	バロー瀬戸西店	３便	西本地	10:59			
23204	HNJU00	本地線（上り）	HNJU06	バロー瀬戸西店	４便	西本地	12:11			
23204	HNJU00	本地線（上り）	HNJU06	バロー瀬戸西店	５便	西本地	13:46			
23204	HNJU00	本地線（上り）	HNJU06	バロー瀬戸西店	６便	西本地	15:23			
23204	HNJU00	本地線（上り）	HNJU06	バロー瀬戸西店	７便	西本地	16:35			
23204	HNJU00	本地線（上り）	HNJU07	西本地	１便	本地会館	8:11			
23204	HNJU00	本地線（上り）	HNJU07	西本地	２便	本地会館	9:52			
23204	HNJU00	本地線（上り）	HNJU07	西本地	３便	本地会館	11:02			
23204	HNJU00	本地線（上り）	HNJU07	西本地	４便	本地会館	12:14			
23204	HNJU00	本地線（上り）	HNJU07	西本地	５便	本地会館	13:49			
23204	HNJU00	本地線（上り）	HNJU07	西本地	６便	本地会館	15:26			
23204	HNJU00	本地線（上り）	HNJU07	西本地	７便	本地会館	16:38			
23204	HNJU00	本地線（上り）	HNJU08	本地会館	１便	幡山西小学校西	8:12			
23204	HNJU00	本地線（上り）	HNJU08	本地会館	２便	幡山西小学校西	9:53			
23204	HNJU00	本地線（上り）	HNJU08	本地会館	３便	幡山西小学校西	11:03			
23204	HNJU00	本地線（上り）	HNJU08	本地会館	４便	幡山西小学校西	12:15			
23204	HNJU00	本地線（上り）	HNJU08	本地会館	５便	幡山西小学校西	13:50			
23204	HNJU00	本地線（上り）	HNJU08	本地会館	６便	幡山西小学校西	15:27			
23204	HNJU00	本地線（上り）	HNJU08	本地会館	７便	幡山西小学校西	16:39			
23204	HNJU00	本地線（上り）	HNJU09	幡山西小学校西	１便	西脇町	8:13			
23204	HNJU00	本地線（上り）	HNJU09	幡山西小学校西	２便	西脇町	9:54			
23204	HNJU00	本地線（上り）	HNJU09	幡山西小学校西	３便	西脇町	11:04			
23204	HNJU00	本地線（上り）	HNJU09	幡山西小学校西	４便	西脇町	12:16			
23204	HNJU00	本地線（上り）	HNJU09	幡山西小学校西	５便	西脇町	13:51			
23204	HNJU00	本地線（上り）	HNJU09	幡山西小学校西	６便	西脇町	15:28			
23204	HNJU00	本地線（上り）	HNJU09	幡山西小学校西	７便	西脇町	16:40			
23204	HNJU00	本地線（上り）	HNJU10	西脇町	１便	新田町	8:14			
23204	HNJU00	本地線（上り）	HNJU10	西脇町	２便	新田町	9:55			
23204	HNJU00	本地線（上り）	HNJU10	西脇町	３便	新田町	11:05			
23204	HNJU00	本地線（上り）	HNJU10	西脇町	４便	新田町	12:17			
23204	HNJU00	本地線（上り）	HNJU10	西脇町	５便	新田町	13:52			
23204	HNJU00	本地線（上り）	HNJU10	西脇町	６便	新田町	15:29			
23204	HNJU00	本地線（上り）	HNJU10	西脇町	７便	新田町	16:41			
23204	HNJU00	本地線（上り）	HNJU11	新田町	１便	幡山支所	8:15			
23204	HNJU00	本地線（上り）	HNJU11	新田町	２便	幡山支所	9:56			
23204	HNJU00	本地線（上り）	HNJU11	新田町	３便	幡山支所	11:06			
23204	HNJU00	本地線（上り）	HNJU11	新田町	４便	幡山支所	12:18			
23204	HNJU00	本地線（上り）	HNJU11	新田町	５便	幡山支所	13:53			
23204	HNJU00	本地線（上り）	HNJU11	新田町	６便	幡山支所	15:30			
23204	HNJU00	本地線（上り）	HNJU11	新田町	７便	幡山支所	16:42			
23204	HNJU00	本地線（上り）	HNJU12	幡山支所	１便	瀬戸口駅	8:17			
23204	HNJU00	本地線（上り）	HNJU12	幡山支所	２便	瀬戸口駅	9:58			
23204	HNJU00	本地線（上り）	HNJU12	幡山支所	３便	瀬戸口駅	11:08			
23204	HNJU00	本地線（上り）	HNJU12	幡山支所	４便	瀬戸口駅	12:20			
23204	HNJU00	本地線（上り）	HNJU12	幡山支所	５便	瀬戸口駅	13:55			
23204	HNJU00	本地線（上り）	HNJU12	幡山支所	６便	瀬戸口駅	15:32			
23204	HNJU00	本地線（上り）	HNJU12	幡山支所	７便	瀬戸口駅	16:44			
23204	HNJU00	本地線（上り）	HNJU13	瀬戸口駅	１便	瀬戸口駅北口	8:20			
23204	HNJU00	本地線（上り）	HNJU13	瀬戸口駅	２便	瀬戸口駅北口	10:01			
23204	HNJU00	本地線（上り）	HNJU13	瀬戸口駅	３便	瀬戸口駅北口	11:11			
23204	HNJU00	本地線（上り）	HNJU13	瀬戸口駅	４便	瀬戸口駅北口	12:23			
23204	HNJU00	本地線（上り）	HNJU13	瀬戸口駅	５便	瀬戸口駅北口	13:58			
23204	HNJU00	本地線（上り）	HNJU13	瀬戸口駅	６便	瀬戸口駅北口	15:35			
23204	HNJU00	本地線（上り）	HNJU13	瀬戸口駅	７便	瀬戸口駅北口	16:47			
23204	HNJU00	本地線（上り）	HNJU14	瀬戸口駅北口	１便	緑町	8:26			
23204	HNJU00	本地線（上り）	HNJU15	緑町	１便	東赤重町	8:28			
23204	HNJU00	本地線（上り）	HNJU16	東赤重町	１便	新水無瀬橋	8:29			
23204	HNJU00	本地線（上り）	HNJU17	新水無瀬橋	１便	新共栄橋北	8:30			
23204	HNJU00	本地線（上り）	HNJU18	新共栄橋北	１便	陶生病院	8:33			
23204	HNJD00	本地線（下り）	HNJD01	陶生病院	１便	新共栄橋北	8:42			HNJD00
23204	HNJD00	本地線（下り）	HNJD01	陶生病院	４便	新共栄橋北	12:47			
23204	HNJD00	本地線（下り）	HNJD02	新共栄橋北	１便	保健所前	8:45			
23204	HNJD00	本地線（下り）	HNJD02	新共栄橋北	４便	保健所前	12:50			
23204	HNJD00	本地線（下り）	HNJD03	保健所前	１便	新水無瀬橋	8:47			
23204	HNJD00	本地線（下り）	HNJD03	保健所前	４便	新水無瀬橋	12:52			
23204	HNJD00	本地線（下り）	HNJD04	新水無瀬橋	１便	東赤重町	8:48			
23204	HNJD00	本地線（下り）	HNJD04	新水無瀬橋	４便	東赤重町	12:53			
23204	HNJD00	本地線（下り）	HNJD05	東赤重町	１便	緑町	8:50			
23204	HNJD00	本地線（下り）	HNJD05	東赤重町	４便	緑町	12:55			
23204	HNJD00	本地線（下り）	HNJD06	緑町	１便	瀬戸口駅北口	8:52			
23204	HNJD00	本地線（下り）	HNJD06	緑町	４便	瀬戸口駅北口	12:57			
23204	HNJD00	本地線（下り）	HNJD07	瀬戸口駅北口	１便	瀬戸口駅	9:07			
23204	HNJD00	本地線（下り）	HNJD07	瀬戸口駅北口	２便	瀬戸口駅	10:17			
23204	HNJD00	本地線（下り）	HNJD07	瀬戸口駅北口	３便	瀬戸口駅	11:29			
23204	HNJD00	本地線（下り）	HNJD07	瀬戸口駅北口	４便	瀬戸口駅	13:04			
23204	HNJD00	本地線（下り）	HNJD07	瀬戸口駅北口	５便	瀬戸口駅	14:41			
23204	HNJD00	本地線（下り）	HNJD07	瀬戸口駅北口	６便	瀬戸口駅	15:53			
23204	HNJD00	本地線（下り）	HNJD07	瀬戸口駅北口	７便	瀬戸口駅	17:00			
23204	HNJD00	本地線（下り）	HNJD08	瀬戸口駅	１便	幡山支所	9:10			
23204	HNJD00	本地線（下り）	HNJD08	瀬戸口駅	２便	幡山支所	10:20			
23204	HNJD00	本地線（下り）	HNJD08	瀬戸口駅	３便	幡山支所	11:32			
23204	HNJD00	本地線（下り）	HNJD08	瀬戸口駅	４便	幡山支所	13:07			
23204	HNJD00	本地線（下り）	HNJD08	瀬戸口駅	５便	幡山支所	14:44			
23204	HNJD00	本地線（下り）	HNJD08	瀬戸口駅	６便	幡山支所	15:56			
23204	HNJD00	本地線（下り）	HNJD08	瀬戸口駅	７便	幡山支所	17:03			
23204	HNJD00	本地線（下り）	HNJD09	幡山支所	１便	新田町	9:13			
23204	HNJD00	本地線（下り）	HNJD09	幡山支所	２便	新田町	10:23			
23204	HNJD00	本地線（下り）	HNJD09	幡山支所	３便	新田町	11:35			
23204	HNJD00	本地線（下り）	HNJD09	幡山支所	４便	新田町	13:10			
23204	HNJD00	本地線（下り）	HNJD09	幡山支所	５便	新田町	14:47			
23204	HNJD00	本地線（下り）	HNJD09	幡山支所	６便	新田町	15:59			
23204	HNJD00	本地線（下り）	HNJD09	幡山支所	７便	新田町	17:06			
23204	HNJD00	本地線（下り）	HNJD10	新田町	１便	西脇町	9:15			
23204	HNJD00	本地線（下り）	HNJD10	新田町	２便	西脇町	10:25			
23204	HNJD00	本地線（下り）	HNJD10	新田町	３便	西脇町	11:37			
23204	HNJD00	本地線（下り）	HNJD10	新田町	４便	西脇町	13:12			
23204	HNJD00	本地線（下り）	HNJD10	新田町	５便	西脇町	14:49			
23204	HNJD00	本地線（下り）	HNJD10	新田町	６便	西脇町	16:01			
23204	HNJD00	本地線（下り）	HNJD10	新田町	７便	西脇町	17:08			
23204	HNJD00	本地線（下り）	HNJD11	西脇町	１便	幡山西小学校西	9:16			
23204	HNJD00	本地線（下り）	HNJD11	西脇町	２便	幡山西小学校西	10:26			
23204	HNJD00	本地線（下り）	HNJD11	西脇町	３便	幡山西小学校西	11:38			
23204	HNJD00	本地線（下り）	HNJD11	西脇町	４便	幡山西小学校西	13:13			
23204	HNJD00	本地線（下り）	HNJD11	西脇町	５便	幡山西小学校西	14:50			
23204	HNJD00	本地線（下り）	HNJD11	西脇町	６便	幡山西小学校西	16:02			
23204	HNJD00	本地線（下り）	HNJD11	西脇町	７便	幡山西小学校西	17:09			
23204	HNJD00	本地線（下り）	HNJD12	幡山西小学校西	１便	本地会館	9:17			
23204	HNJD00	本地線（下り）	HNJD12	幡山西小学校西	２便	本地会館	10:27			
23204	HNJD00	本地線（下り）	HNJD12	幡山西小学校西	３便	本地会館	11:39			
23204	HNJD00	本地線（下り）	HNJD12	幡山西小学校西	４便	本地会館	13:14			
23204	HNJD00	本地線（下り）	HNJD12	幡山西小学校西	５便	本地会館	14:51			
23204	HNJD00	本地線（下り）	HNJD12	幡山西小学校西	６便	本地会館	16:03			
23204	HNJD00	本地線（下り）	HNJD12	幡山西小学校西	７便	本地会館	17:10			
23204	HNJD00	本地線（下り）	HNJD13	本地会館	１便	西本地	9:18			
23204	HNJD00	本地線（下り）	HNJD13	本地会館	２便	西本地	10:28			
23204	HNJD00	本地線（下り）	HNJD13	本地会館	３便	西本地	11:40			
23204	HNJD00	本地線（下り）	HNJD13	本地会館	４便	西本地	13:15			
23204	HNJD00	本地線（下り）	HNJD13	本地会館	５便	西本地	14:52			
23204	HNJD00	本地線（下り）	HNJD13	本地会館	６便	西本地	16:04			
23204	HNJD00	本地線（下り）	HNJD13	本地会館	７便	西本地	17:11			
23204	HNJD00	本地線（下り）	HNJD14	西本地	１便	バロー瀬戸西店	9:19			
23204	HNJD00	本地線（下り）	HNJD14	西本地	２便	バロー瀬戸西店	10:29			
23204	HNJD00	本地線（下り）	HNJD14	西本地	３便	バロー瀬戸西店	11:41			
23204	HNJD00	本地線（下り）	HNJD14	西本地	４便	バロー瀬戸西店	13:16			
23204	HNJD00	本地線（下り）	HNJD14	西本地	５便	バロー瀬戸西店	14:53			
23204	HNJD00	本地線（下り）	HNJD14	西本地	６便	バロー瀬戸西店	16:05			
23204	HNJD00	本地線（下り）	HNJD14	西本地	７便	バロー瀬戸西店	17:12			
23204	HNJD00	本地線（下り）	HNJD15	バロー瀬戸西店	１便	坂上町東	9:22			
23204	HNJD00	本地線（下り）	HNJD15	バロー瀬戸西店	２便	坂上町東	10:32			
23204	HNJD00	本地線（下り）	HNJD15	バロー瀬戸西店	３便	坂上町東	11:44			
23204	HNJD00	本地線（下り）	HNJD15	バロー瀬戸西店	４便	坂上町東	13:19			
23204	HNJD00	本地線（下り）	HNJD15	バロー瀬戸西店	５便	坂上町東	14:56			
23204	HNJD00	本地線（下り）	HNJD15	バロー瀬戸西店	６便	坂上町東	16:08			
23204	HNJD00	本地線（下り）	HNJD15	バロー瀬戸西店	７便	坂上町東	17:15			
23204	HNJD00	本地線（下り）	HNJD16	坂上町東	１便	井戸金町	9:27			
23204	HNJD00	本地線（下り）	HNJD16	坂上町東	２便	井戸金町	10:37			
23204	HNJD00	本地線（下り）	HNJD16	坂上町東	３便	井戸金町	11:49			
